"Entry Name","Sample ID","Sample Data Type","AC50 (uM)","CC-v2","Max Resp","Structure"
"Minisytravon-Counterscreen-washed.533","NCGC00107330-01","activity-counterscreen","null",4.000,-1.555,"Clc1ccc(S(=O)(=O)Nc2c(N3CCOCC3)cc3N(C)C(=O)N(C)c3c2)cc1"
"Minisytravon-Counterscreen-washed.534","NCGC00106188-01","activity-counterscreen","null",4.000,11.147,"O=C(Nc1c(C)cc(C)cc1)CN1C(=O)N(Cc2ccc(C(=O)NCCCOC)cc2)C(=O)c2c1cccc2"
"Minisytravon-Counterscreen-washed.535","NCGC00137642-01","activity-counterscreen","null",4.000,-8.303,"O=C(O)c1c(N2CCC(CCN3CCOCC3)CC2)ccc(NC(=O)c2cc(C)ccc2)c1"
"Minisytravon-Counterscreen-washed.536","NCGC00134078-01","activity-counterscreen","null",4.000,1.204,"O=C(/C=C/c1ccccc1)N1CCN(CC=2N=C3SC(c4c(OC)cccc4)=NN3C(=O)C=2)CC1"
"Minisytravon-Counterscreen-washed.537","NCGC00101697-01","activity-counterscreen","null",4.000,21.900,"Brc1c2c(c(OC)cc1)-c1nc(NC(=O)c3c(SC)cccc3)sc1C2"
"Minisytravon-Counterscreen-washed.538","NCGC00133056-01","activity-counterscreen","null",4.000,3.907,"Brc1c(C(=O)NCCS(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)cccc1"
"Minisytravon-Counterscreen-washed.539","NCGC00109540-01","activity-counterscreen","null",4.000,7.989,"Clc1ccc(CN2C(=O)c3c(S(=O)(=O)c4c2cc(C(=O)NCc2occc2)cc4)cccc3)cc1"
"Minisytravon-Counterscreen-washed.540","NCGC00099374-01","activity-counterscreen","null",4.000,17.199,"FC(F)(F)c1c2c(N)c(C(=O)Nc3ccc(F)cc3)sc2nc(-c2sccc2)c1"
"Minisytravon-Counterscreen-washed.541","NCGC00130506-01","activity-counterscreen","null",4.000,-14.304,"O=C(Nc1cc(C(=O)OCC=2N=C3SC(C)=NN3C(=O)C=2)ccc1)COc1cc(C)c(C)cc1"
"Minisytravon-Counterscreen-washed.542","NCGC00124047-01","activity-counterscreen","null",4.000,9.893,"O=C(NC(CCC(C)C)c1c(-n2cccc2)sc2c1CCN(CC)C2)NCCC(=O)OC"
"Minisytravon-Counterscreen-washed.543","NCGC00122982-01","activity-counterscreen","null",4.000,9.718,"S(=O)(=O)(c1ccccc1)C=1C(=O)Nc2c(C=1O)ccc(C(=O)NCc1ccc(C)cc1)c2"
"Minisytravon-Counterscreen-washed.544","NCGC00101387-01","activity-counterscreen","null",4.000,-9.319,"O(c1c(C)cc(C)cc1)C1=C(/C=C(\C#N)/c2sc3c(n2)cccc3)C(=O)N2C(=N1)C=CC=C2"
"Minisytravon-Counterscreen-washed.545","NCGC00125367-01","activity-counterscreen","null",4.000,4.522,"S(Cc1c(C)oc(-c2ccc(C(=O)NCc3cc(OC)c(OC)cc3)cc2)n1)c1ccccc1"
"Minisytravon-Counterscreen-washed.546","NCGC00139106-01","activity-counterscreen","null",4.000,23.616,"S(=O)(=O)(N(C)C1CCCCC1)c1ccc(C(=O)Nc2c(C(=O)OC)c3c(s2)CN(C)CC3)cc1"
"Minisytravon-Counterscreen-washed.547","NCGC00100422-01","activity-counterscreen","null",4.000,8.711,"O=C(NCc1occc1)C=1C(=N)N(CCCOCC)C=2N=C3N(C(=O)C=2C=1)C=CC=C3"
"Minisytravon-Counterscreen-washed.548","NCGC00109315-01","activity-counterscreen","null",4.000,9.117,"S(=O)(=O)(N1CCC(C(=O)Nc2c(OCC)cccc2)CC1)c1c(/C=C/c2occc2)onc1C"
"Minisytravon-Counterscreen-washed.549","NCGC00108008-01","activity-counterscreen","0.354813",1.200,27.803,"S(=O)(=O)(Nc1ccc(OCC)cc1)c1cc2C(=O)C(C(=O)NCc3occc3)=CNc2cc1"
"Minisytravon-Counterscreen-washed.550","NCGC00131746-01","activity-counterscreen","null",4.000,-11.244,"Clc1c(NC(=O)C(NS(=O)(=O)c2sccc2)C(C)C)c(OC)cc(OC)c1"
"Minisytravon-Counterscreen-washed.551","NCGC00125401-01","activity-counterscreen","null",4.000,15.995,"S(=O)(Cc1c(C)oc(-c2ccc(C(=O)NC(C)c3ccccc3)cc2)n1)c1ccc(C)cc1"
"Minisytravon-Counterscreen-washed.552","NCGC00132097-01","activity-counterscreen","null",4.000,16.835,"Clc1c(C)ccc(S(=O)(=O)C=2C(=O)NC(SCC(=O)Nc3cc4OCCOc4cc3)=NC=2)c1"
"Minisytravon-Counterscreen-washed.553","NCGC00109533-01","activity-counterscreen","null",4.000,13.085,"Clc1ccc(CNC(=O)CS(=O)Cc2c(C)oc(-c3ccc(Cl)cc3)n2)cc1"
"Minisytravon-Counterscreen-washed.554","NCGC00125463-01","activity-counterscreen","0.501187",1.400,29.720,"S(=O)(=O)(Cc1c(C)oc(-c2ccc(C(=O)NC(C)c3ccccc3)cc2)n1)c1ccccc1"
"Minisytravon-Counterscreen-washed.555","NCGC00130030-01","activity-counterscreen","null",4.000,1.205,"O=C(OCC=1N=C2SC(c3sccc3)=NN2C(=O)C=1)c1cc(C)ccc1"
"Minisytravon-Counterscreen-washed.556","NCGC00100682-01","activity-counterscreen","null",4.000,3.084,"Brc1c2c(c(NC(=O)c3c(C(=O)O)cccc3)cc1)nccc2"
"Minisytravon-Counterscreen-washed.557","NCGC00099608-01","activity-counterscreen","null",4.000,0.420,"O(CC)c1c(OC)cc(C(c2c(O)n(-c3ccccc3)nc2C)c2c(O)n(-c3ccccc3)nc2C)cc1"
"Minisytravon-Counterscreen-washed.558","NCGC00116379-01","activity-counterscreen","null",4.000,0.992,"Clc1c(C(=O)OC=2c3c(C)oc(C)c3C(=O)C=C(c3cc4OCOc4cc3)C=2)cccc1"
"Minisytravon-Counterscreen-washed.559","NCGC00100846-01","activity-counterscreen","null",4.000,-0.872,"S(=O)(=O)(c1c(NCc2ccccc2)oc(-c2ccc(OC)cc2)n1)c1ccc(C)cc1"
"Minisytravon-Counterscreen-washed.560","NCGC00118623-01","activity-counterscreen","null",4.000,11.107,"Clc1cc(CNc2n(S(=O)(=O)c3cc4c(cc3)cccc4)nc(-c3occc3)n2)ccc1"
"Minisytravon-Counterscreen-washed.561","NCGC00132773-01","activity-counterscreen","null",4.000,6.287,"Fc1c(CNC(=O)CN2C(=O)C3N(c4c2cc(C(=O)N2CCCC2)cc4)CCCC3)cccc1"
