"Entry ID","Entry Name","Sample ID","Sample Data Type","AC50 (uM)","CC-v2","Max Resp","Structure"
"360","Minisytravon-Cherrypicks-washed.360","NCGC00132211-01","activity-cherrypicks","35.481339",-2.200,-43.443,"Brc1ccc(NC(=O)Nc2sc3c(n2)CCCCCC3)cc1"
"361","Minisytravon-Cherrypicks-washed.361","NCGC00136025-01","activity-cherrypicks","null",4.000,-12.129,"S(CC(=O)Nc1cc(OC)c(OC)cc1)c1n(Cc2occc2)ccn1"
"362","Minisytravon-Cherrypicks-washed.362","NCGC00107480-01","activity-cherrypicks","31.622777",-2.400,-29.813,"O(C)c1c(NC2=C(c3ccccc3)C(=O)c3c2cccc3)cc(OC)cc1"
"363","Minisytravon-Cherrypicks-washed.363","NCGC00139193-01","activity-cherrypicks","null",4.000,-5.261,"Clc1cc(N2CCN(c3ncnc4n(C)ncc34)CC2)ccc1"
"364","Minisytravon-Cherrypicks-washed.364","NCGC00116088-01","activity-cherrypicks","14.125375",-2.200,-76.347,"O=C(NCc1occc1)CCCc1onc(-c2c(OC)cccc2)n1"
"365","Minisytravon-Cherrypicks-washed.365","NCGC00132360-01","activity-cherrypicks","15.848932",-2.400,-18.443,"Fc1cc2C(=O)C(N3Cc4c(cccc4)CC3)=CSc2cc1"
"366","Minisytravon-Cherrypicks-washed.366","NCGC00117612-01","activity-cherrypicks","25.118864",-2.200,-68.094,"O=C(N(CC)CC)C=1C(=O)N(CC)N=C(c2ccccc2)C=1c1ccccc1"
"367","Minisytravon-Cherrypicks-washed.367","NCGC00100863-01","activity-cherrypicks","35.481339",-2.400,-21.867,"O(C)c1ccc(CNCCC(c2occc2)c2ccc(C)cc2)cc1"
"368","Minisytravon-Cherrypicks-washed.368","NCGC00137763-01","activity-cherrypicks","35.481339",-2.200,-72.195,"O=C(NCc1cc2c(N(C(=O)CC)CC2)cc1)C(CC)c1ccccc1"
"369","Minisytravon-Cherrypicks-washed.369","NCGC00101537-01","activity-cherrypicks","28.183829",-2.200,-46.273,"O=C1N(C)C(=O)c2c(-c3cc(C)ccc3)n-3c(C(C)=Nc4c-3cccc4)c2N1C"
"370","Minisytravon-Cherrypicks-washed.370","NCGC00133286-01","activity-cherrypicks","null",4.000,-8.474,"S(C(CC)C)c1c(C(C)C)cnc2N(C)C(=O)N(C)C(=O)c12"
"371","Minisytravon-Cherrypicks-washed.371","NCGC00135987-01","activity-cherrypicks","35.481339",-2.400,-24.832,"S(=O)(=O)(NCCc1c(C)nc(-c2cnccc2)s1)c1c(F)cc(OC)cc1"
"372","Minisytravon-Cherrypicks-washed.372","NCGC00098844-01","activity-cherrypicks","28.183829",-2.400,-49.723,"O(C)c1c(/C=C(\C#N)/c2n(C)c3c(n2)cccc3)ccc(OC)c1"
"373","Minisytravon-Cherrypicks-washed.373","NCGC00135141-01","activity-cherrypicks","31.622777",-2.200,-68.690,"S(=O)(=O)(N(C)c1ccc(OCC)cc1)c1cc2c(N(C(=O)C)CCC2)cc1"
"374","Minisytravon-Cherrypicks-washed.374","NCGC00132046-01","activity-cherrypicks","31.622777",-2.400,-28.056,"O=C(NCCCOCC)CN1C(=O)CCn2nc(-c3n(C)ccc3)cc12"
"375","Minisytravon-Cherrypicks-washed.375","NCGC00122065-01","activity-cherrypicks","15.848932",-2.400,-28.308,"Clc1c(CSC2=NN=Cn3c4c(occ4)cc23)cccc1"
"376","Minisytravon-Cherrypicks-washed.376","NCGC00134617-01","activity-cherrypicks","8.912509",-1.100,-90.310,"Clc1c(S(=O)(=O)NCc2oc(C)cc2)cc2OCC(=O)Nc2c1"
"377","Minisytravon-Cherrypicks-washed.377","NCGC00118727-01","activity-cherrypicks","31.622777",-2.200,-58.050,"O=C(NCC1(N(C)C)CCCCC1)C(Oc1c(C)c(C)ccc1)C"
"378","Minisytravon-Cherrypicks-washed.378","NCGC00103897-02","activity-cherrypicks","10",-1.200,-79.302,"Brc1cc(NC(=O)CCS(=O)(=O)c2nc(C(F)(F)F)cc(-c3sccc3)n2)c(O)cc1"
"379","Minisytravon-Cherrypicks-washed.379","NCGC00101016-01","activity-cherrypicks","25.118864",-2.100,-83.612,"O=C(OC)c1ccc([C@@]2Nc3c(C)cc(C)cc3[C@@]3C=CC[C@]23)cc1"
"380","Minisytravon-Cherrypicks-washed.380","NCGC00102307-01","activity-cherrypicks","null",4.000,-12.682,"S(CCN(CC)CC)c1nnc2c(n(C)c3c2cc(F)cc3)n1"
"381","Minisytravon-Cherrypicks-washed.381","NCGC00141264-01","activity-cherrypicks","11.220185",-2.200,-53.293,"O=C(O)CCc1n(c(-c2sccc2)cc1)-c1cc(C(=O)OC)ccc1"
"382","Minisytravon-Cherrypicks-washed.382","NCGC00117895-01","activity-cherrypicks","28.183829",-2.400,-25.488,"S(CCNCc1oc(-c2ccc(F)cc2)cc1)c1n(-c2ccccc2)nnn1"
"383","Minisytravon-Cherrypicks-washed.383","NCGC00102668-01","activity-cherrypicks","31.622777",-2.400,-22.355,"Clc1ccc(C(=O)c2c(N)c(C#N)c(Nc3cc(F)ccc3)s2)cc1"
"384","Minisytravon-Cherrypicks-washed.384","NCGC00101679-01","activity-cherrypicks","35.481339",-2.200,-40.580,"O=C(O)Cc1c(-c2c(OC)ccc(OC)c2)nc(Nc2c(C)cccc2)s1"
"385","Minisytravon-Cherrypicks-washed.385","NCGC00135957-01","activity-cherrypicks","null",4.000,-14.043,"S(=O)(=O)(NCCc1c(C)nc(C)s1)c1cc(C)c(C)cc1"
"386","Minisytravon-Cherrypicks-washed.386","NCGC00112417-01","activity-cherrypicks","35.481339",-2.400,-29.356,"O=C(N(CCCOCC)Cc1occc1)c1sc2-c3c(C)cccc3OCc2c1"
"387","Minisytravon-Cherrypicks-washed.387","NCGC00115515-01","activity-cherrypicks","null",4.000,-2.594,"S(Cc1onc(-c2ccc(C)cc2)n1)c1n(c(C)nn1)-c1ccc(F)cc1"
"388","Minisytravon-Cherrypicks-washed.388","NCGC00102580-01","activity-cherrypicks","8.912509",-1.400,-27.594,"S(CC(=O)Nc1c(C)c(C)ccc1)c1[nH]cc(-c2ccccc2)n1"
"389","Minisytravon-Cherrypicks-washed.389","NCGC00119079-01","activity-cherrypicks","null",4.000,-14.566,"O=C(N(Cc1sccc1)c1ccc(OC)cc1)c1occc1"
"390","Minisytravon-Cherrypicks-washed.390","NCGC00105242-01","activity-cherrypicks","null",4.000,1.908,"Fc1c(F)ccc(N2C(=O)c3n(cnn3)C=C2)c1"
"391","Minisytravon-Cherrypicks-washed.391","NCGC00165142-01","activity-cherrypicks","25.118864",-2.100,-94.054,"FC(F)(F)c1c(NC(=O)CC2N(CC)CCOC2=O)cccc1"
"392","Minisytravon-Cherrypicks-washed.392","NCGC00124403-01","activity-cherrypicks","null",4.000,-19.124,"S(=O)(=O)(N(CC(=O)N(C)c1cc(C)ccc1)C)c1cc2c([nH]c3c2CCCC3)cc1"
"393","Minisytravon-Cherrypicks-washed.393","NCGC00135187-01","activity-cherrypicks","null",4.000,-13.437,"S(=O)(=O)(N1CCC(N(C(C)C)C)CC1)c1cc2c(NC(=O)C=C2)cc1"
"394","Minisytravon-Cherrypicks-washed.394","NCGC00122692-01","activity-cherrypicks","35.481339",-2.200,-39.201,"S(CC(=O)Nc1ccc(OC)cc1)c1nnc(-c2sccc2)cc1"
"395","Minisytravon-Cherrypicks-washed.395","NCGC00112918-01","activity-cherrypicks","10",-1.200,-64.573,"O=C(NCc1ccc(OC)cc1)CCCN1C(=O)c2n(C(C)=N1)c1c(scc1)c2"
"396","Minisytravon-Cherrypicks-washed.396","NCGC00113368-01","activity-cherrypicks","28.183829",-2.400,-27.845,"O=C(Nc1sccc1)Nc1cc(C)cc(C)c1"
"397","Minisytravon-Cherrypicks-washed.397","NCGC00116146-01","activity-cherrypicks","28.183829",-2.200,-72.958,"Clc1c(C)ccc(NC(=O)Cn2c(CCC(=O)O)ccc2-c2sccc2)c1"
"398","Minisytravon-Cherrypicks-washed.398","NCGC00100205-01","activity-cherrypicks","35.481339",-3.000,-35.581,"O=C(Nc1c(OC)cccc1)c1c(-c2ccc(OC)cc2)nn(-c2ccccc2)c1"
"399","Minisytravon-Cherrypicks-washed.399","NCGC00102535-01","activity-cherrypicks","31.622777",-2.200,-48.472,"O=C(O)Cc1c(-c2ccccc2)nc(Nc2ccccc2)s1"
"400","Minisytravon-Cherrypicks-washed.400","NCGC00109521-01","activity-cherrypicks","31.622777",-2.400,-24.021,"Clc1cc(N2CCN(C(=O)CS(=O)Cc3c(C)oc(-c4ccc(C)cc4)n3)CC2)ccc1"
"401","Minisytravon-Cherrypicks-washed.401","NCGC00134500-01","activity-cherrypicks","31.622777",-2.200,-42.335,"Clc1ccc(S(=O)(=O)C(CNC(=O)c2c(F)cccc2)c2occc2)cc1"
"402","Minisytravon-Cherrypicks-washed.402","NCGC00119173-01","activity-cherrypicks","28.183829",-2.200,-77.810,"O=[N+]([O-])c1c(OCC(=O)N2CCN(CCc3ccncc3)CC2)cccc1"
"403","Minisytravon-Cherrypicks-washed.403","NCGC00138339-01","activity-cherrypicks","null",4.000,-16.042,"O(C)c1c2OC(=O)C(c3c(CC)sc(Nc4c(C)c(C)ccc4)n3)=Cc2ccc1"
"404","Minisytravon-Cherrypicks-washed.404","NCGC00133543-01","activity-cherrypicks","28.183829",-2.200,-26.818,"O=C(Nc1c(C(=O)N)nc(Nc2ccccc2)s1)c1ccc(N(C)C)cc1"
"405","Minisytravon-Cherrypicks-washed.405","NCGC00115048-01","activity-cherrypicks","10",-1.100,-97.830,"Clc1c(C(=O)N(Cc2ccccc2)c2ccc(OCC)cc2)nc(S(=O)(=O)C)nc1"
"406","Minisytravon-Cherrypicks-washed.406","NCGC00123424-01","activity-cherrypicks","14.125375",-1.100,-85.589,"O=C(Nc1c(CC)cccc1)COCc1noc(-c2occc2)c1"
"407","Minisytravon-Cherrypicks-washed.407","NCGC00103020-01","activity-cherrypicks","15.848932",-1.200,-75.224,"Clc1c(CSc2oc([C@@](N)CC(C)C)nn2)ccc(Cl)c1"
"408","Minisytravon-Cherrypicks-washed.408","NCGC00108244-01","activity-cherrypicks","35.481339",-2.200,-68.586,"Brc1ccc(S(=O)(=O)n2c(/C=C/c3ccc(OCC)cc3)nc3c2cccc3)cc1"
"409","Minisytravon-Cherrypicks-washed.409","NCGC00113751-01","activity-cherrypicks","null",4.000,-10.116,"O=C(OC)c1c(-n2c(C)ccc2C)c2c(s1)nccc2"
"410","Minisytravon-Cherrypicks-washed.410","NCGC00142050-01","activity-cherrypicks","14.125375",-1.100,-87.028,"Clc1c(OCC)cc(S(=O)(=O)n2c(C(C)C)ncc2)cc1"
"411","Minisytravon-Cherrypicks-washed.411","NCGC00110863-01","activity-cherrypicks","28.183829",-2.400,-22.863,"S(=O)(=O)(N1CCC(c2oc(-c3ccc(C)cc3)nn2)CC1)c1ccc(NC(=O)C)cc1"
"412","Minisytravon-Cherrypicks-washed.412","NCGC00126252-01","activity-cherrypicks","14.125375",-1.200,-74.941,"Fc1c(-n2c(c(C(=O)NCCCOC)cn2)C2CCNCC2)ccc(F)c1"
"413","Minisytravon-Cherrypicks-washed.413","NCGC00139765-02","activity-cherrypicks","35.481339",-3.000,-44.774,"O=C(N(C(C(=O)NCc1occc1)c1ccc(C)cc1)c1ccc(C(C)C)cc1)/C=C\C(=O)Nc1ccc(OC)cc1"
"414","Minisytravon-Cherrypicks-washed.414","NCGC00107681-01","activity-cherrypicks","null",4.000,-21.760,"O=C(Nc1cc2SC(=O)Nc2cc1)COc1c(C)cccc1"
"415","Minisytravon-Cherrypicks-washed.415","NCGC00118330-01","activity-cherrypicks","31.622777",-3.000,-31.181,"O=C(Nc1c(OC)ccc(OC)c1)c1nnsc1"
"416","Minisytravon-Cherrypicks-washed.416","NCGC00124906-01","activity-cherrypicks","35.481339",-2.400,-23.771,"Fc1ccc(-n2c(-n3cccc3)c(C(=O)N(CC)Cc3ccccc3)cn2)cc1"
"417","Minisytravon-Cherrypicks-washed.417","NCGC00102522-01","activity-cherrypicks","7.943282",-1.400,-28.394,"Brc1ccc(CSc2c(C#N)ccc(-c3sccc3)n2)cc1"
"418","Minisytravon-Cherrypicks-washed.418","NCGC00129498-01","activity-cherrypicks","31.622777",-2.200,-44.361,"S(=O)(=O)(Nc1c(C)cc2N(C)C(=O)C(=O)N(C)c2c1)c1cc(C#N)ccc1"
"419","Minisytravon-Cherrypicks-washed.419","NCGC00114988-02","activity-cherrypicks","5.011872",-1.100,-98.408,"Clc1c(C(=O)N2CCN(c3cc(Cl)ccc3)CC2)nc(S(=O)(=O)C)nc1"
"420","Minisytravon-Cherrypicks-washed.420","NCGC00104630-01","activity-cherrypicks","31.622777",-2.200,-47.089,"Clc1ccc(S(=O)(=O)c2c(SC(C)C)oc(-c3sccc3)n2)cc1"
"421","Minisytravon-Cherrypicks-washed.421","NCGC00117667-01","activity-cherrypicks","null",4.000,-18.835,"O=C(NC(C)c1onc(-c2c(C)cccc2)n1)c1occc1"
"422","Minisytravon-Cherrypicks-washed.422","NCGC00122516-01","activity-cherrypicks","null",4.000,-7.012,"S(Cc1ccc(F)cc1)c1nc(-c2ccc(CC)cc2)nc2Oc3c(C)ncc(CO)c3Cc12"
"423","Minisytravon-Cherrypicks-washed.423","NCGC00135069-01","activity-cherrypicks","28.183829",-2.200,-66.795,"S(=O)(=O)(N1C(CC)CCCC1)c1cc2c(N(C(=O)C)CCC2)cc1"
"424","Minisytravon-Cherrypicks-washed.424","NCGC00117313-01","activity-cherrypicks","35.481339",-2.400,-29.012,"Clc1ccc(OCC(=O)N(Cc2oc(C)cc2)Cc2occc2)cc1"
"425","Minisytravon-Cherrypicks-washed.425","NCGC00111746-01","activity-cherrypicks","35.481339",-2.200,-40.727,"O=C1N(Cc2occc2)C(=O)c2sc3c(c2N1Cc1ccc(C)cc1)cccc3"
"426","Minisytravon-Cherrypicks-washed.426","NCGC00118297-01","activity-cherrypicks","25.118864",-2.400,-29.366,"S(CC(=O)c1ccc(F)cc1)c1n2-c3c(C)cc(C)cc3C(C)=Cc2nn1"
"427","Minisytravon-Cherrypicks-washed.427","NCGC00133002-01","activity-cherrypicks","31.622777",-2.100,-86.295,"Clc1ccc(C(=O)n2c(C)c(S(=O)(=O)N3CCOCC3)c(C)n2)cc1"
"428","Minisytravon-Cherrypicks-washed.428","NCGC00135613-01","activity-cherrypicks","22.387211",-2.200,-42.699,"O=C(Nc1ccc(Nc2ncnc3sc4c(c23)CCCC4)cc1)C"
"429","Minisytravon-Cherrypicks-washed.429","NCGC00139254-01","activity-cherrypicks","28.183829",-2.200,-67.153,"O(C)c1ccc(-n2ncc3c(NC4CCCC4)ncnc23)cc1"
"430","Minisytravon-Cherrypicks-washed.430","NCGC00127548-01","activity-cherrypicks","14.125375",-2.400,-25.443,"S(=O)(=O)(CCC(=O)N(C(C)C)Cc1ccccc1)c1cc2OC(=O)N(C)c2cc1"
"431","Minisytravon-Cherrypicks-washed.431","NCGC00135873-01","activity-cherrypicks","31.622777",-2.200,-31.854,"S(CC(=O)NCc1occc1)c1n(Cc2ccc(F)cc2)ccn1"
"432","Minisytravon-Cherrypicks-washed.432","NCGC00138308-01","activity-cherrypicks","1.995262",-2.200,-12.663,"S(Cc1c(C)cc(C)cc1)C1=Nc2c(cccc2)C=2N1C(=O)C(CCC(=O)NCc1sccc1)N=2"
"433","Minisytravon-Cherrypicks-washed.433","NCGC00130495-01","activity-cherrypicks","25.118864",-2.100,-73.133,"O=C(OCC=1N=C2SC(CCOCC)=NN2C(=O)C=1)c1ccc(NC(=O)C2CCCCC2)cc1"
"434","Minisytravon-Cherrypicks-washed.434","NCGC00138119-01","activity-cherrypicks","28.183829",-2.100,-88.931,"O=C(Nc1cc2N(C)C(=O)c3c(Sc2cc1)cccc3)Cc1ccc(C)cc1"
"435","Minisytravon-Cherrypicks-washed.435","NCGC00111385-01","activity-cherrypicks","35.481339",-2.200,-60.661,"O=C(NCCCN(CC)Cc1ccccc1)c1sc-2c(C(=O)Nc3c-2cc(C)cc3)c1"
"436","Minisytravon-Cherrypicks-washed.436","NCGC00116156-01","activity-cherrypicks","14.125375",-2.400,-47.658,"FC(F)(F)c1c(NC(=O)Cn2c(CCC(=O)O)ccc2-c2sccc2)cccc1"
"437","Minisytravon-Cherrypicks-washed.437","NCGC00113245-01","activity-cherrypicks","31.622777",-2.200,-67.203,"O=C(NCCC(C)C)C1CCN(c2sc(-n3c(CNc4ccc(C)cc4)ccc3)nn2)CC1"
"438","Minisytravon-Cherrypicks-washed.438","NCGC00116374-01","activity-cherrypicks","15.848932",-1.200,-60.853,"Clc1c(CN2COc3c(c4OC(=O)c5c(-c4cc3)cccc5)C2)cccc1"
"439","Minisytravon-Cherrypicks-washed.439","NCGC00110793-01","activity-cherrypicks","31.622777",-2.400,-22.929,"S(=O)(=O)(N1CC=C(c2c(C)n(CC(=O)N3CCCC3)c3c2cccc3)CC1)c1c(OC)ccc(OC)c1"
"440","Minisytravon-Cherrypicks-washed.440","NCGC00118389-01","activity-cherrypicks","null",4.000,-19.750,"O=C(Oc1c(OC)cc(C=2C=C(OC)c3c(C)oc(C)c3C(=O)C=2)cc1)c1cc(C)ccc1"
"441","Minisytravon-Cherrypicks-washed.441","NCGC00136672-01","activity-cherrypicks","25.118864",-2.200,-63.817,"Fc1ccc(N2C(=O)CC(NC(=O)/C=C\c3cc(OC)c(OC)cc3)C2)cc1"
"442","Minisytravon-Cherrypicks-washed.442","NCGC00118343-01","activity-cherrypicks","19.952623",-2.100,-93.535,"O=C(OC)c1c(NC(=O)c2cc(OC)c(OC)cc2)scc1-c1sccc1"
"443","Minisytravon-Cherrypicks-washed.443","NCGC00139422-01","activity-cherrypicks","22.387211",-2.100,-84.700,"C(=C/c1ccc(C)cc1)\c1[nH]c2c(n1)cccc2"
"444","Minisytravon-Cherrypicks-washed.444","NCGC00136781-01","activity-cherrypicks","null",4.000,-2.029,"Clc1ccc(S(=O)(=O)CC(=O)Nc2c(C(=O)N)c3c(s2)CCCCC3)cc1"
"445","Minisytravon-Cherrypicks-washed.445","NCGC00142043-01","activity-cherrypicks","31.622777",-2.200,-47.249,"S(=O)(=O)(N1CCC(C(=O)Nc2cc(C)c(C)cc2)CC1)c1c2nonc2ccc1"
"446","Minisytravon-Cherrypicks-washed.446","NCGC00119394-01","activity-cherrypicks","22.387211",-2.200,-73.411,"Clc1ccc(-c2nc(-c3c(N4CCN(c5c(OC)cccc5)CC4)nccc3)on2)cc1"
"447","Minisytravon-Cherrypicks-washed.447","NCGC00114639-01","activity-cherrypicks","null",4.000,-10.990,"O=C(/C=C/c1c2c(n(CC(O)CN3CCCCCC3)c1)cccc2)c1cc(OC)c(OC)cc1"
"448","Minisytravon-Cherrypicks-washed.448","NCGC00110632-02","activity-cherrypicks","null",4.000,-15.773,"O=C(Nc1c(OC)cc(OC)cc1)c1c(N)c2c(s1)nc1c(c2)CN(Cc2ccccc2)CC1"
"449","Minisytravon-Cherrypicks-washed.449","NCGC00141639-01","activity-cherrypicks","null",4.000,-29.104,"S(=O)(=O)(Cc1c(C)oc(-c2ccc(C(=O)NCc3ccccc3)cc2)n1)c1ccc(C)cc1"
"450","Minisytravon-Cherrypicks-washed.450","NCGC00101273-01","activity-cherrypicks","25.118864",-2.200,-46.727,"Clc1c(COc2c(OCC)cccc2CNc2ccc(O)cc2)cccc1"
"451","Minisytravon-Cherrypicks-washed.451","NCGC00125567-01","activity-cherrypicks","null",4.000,-12.734,"Clc1c(C)c(NC=2SC=3N(C(=O)c4c(N=3)cc(C(=O)NCCC3=CCCCC3)cc4)N=2)ccc1"
"452","Minisytravon-Cherrypicks-washed.452","NCGC00127989-01","activity-cherrypicks","7.943282",-1.100,-91.094,"Clc1cc(C(=O)Nc2c(N3CC(C)N(c4cc(C)ccc4)CC3)ccc(C(=O)O)c2)ccc1"
"453","Minisytravon-Cherrypicks-washed.453","NCGC00124379-01","activity-cherrypicks","null",4.000,-2.542,"S(=O)(=O)(N(CC(=O)NCc1cc(OC)ccc1)C)c1cc2c([nH]c3c2CCCC3)cc1"
"454","Minisytravon-Cherrypicks-washed.454","NCGC00104023-01","activity-cherrypicks","28.183829",-2.100,-81.824,"S(=O)(=O)(CCCC(=O)Nc1cc(O)ccc1)c1nc(C(F)(F)F)cc(-c2cc(OC)c(OC)cc2)n1"
"455","Minisytravon-Cherrypicks-washed.455","NCGC00104740-01","activity-cherrypicks","null",4.000,-26.120,"Clc1ccc(-c2nc(S(=O)(=O)CC(=O)Nc3c(F)cc(F)cc3)n(-c3ccccc3)c2)cc1"
"456","Minisytravon-Cherrypicks-washed.456","NCGC00141772-01","activity-cherrypicks","31.622777",-3.000,-32.852,"Clc1ccc(N2C(N)=C(C#N)C(c3sc(C)c(CN4CCOCC4)c3)C=3C(=O)CCCC2=3)cc1"
"457","Minisytravon-Cherrypicks-washed.457","NCGC00132945-01","activity-cherrypicks","25.118864",-2.200,-31.522,"S(=O)(=O)(N1CCN(c2ccc(OC)cc2)CC1)c1n[nH]c(C(=O)OCC)c1"
"458","Minisytravon-Cherrypicks-washed.458","NCGC00119996-01","activity-cherrypicks","28.183829",-2.200,-70.693,"S(CC(=O)Nc1ccc(OC)cc1)Cc1c(n(-c2ccccc2)nc1)-n1cccc1"
"459","Minisytravon-Cherrypicks-washed.459","NCGC00137127-01","activity-cherrypicks","35.481339",-2.400,-29.260,"Clc1c2nc(N3CCN(C(=O)c4occc4)CC3)sc2ccc1"
"460","Minisytravon-Cherrypicks-washed.460","NCGC00133240-01","activity-cherrypicks","null",4.000,-8.549,"Clc1c(C)cc(NS(=O)(=O)c2n[nH]c(C(=O)OCC)c2)c(OC)c1"
"461","Minisytravon-Cherrypicks-washed.461","NCGC00100842-01","activity-cherrypicks","31.622777",-2.200,-53.713,"S(=O)(=O)(c1c(N2CCCCC2)oc(-c2ccc(OC)cc2)n1)c1ccccc1"
"462","Minisytravon-Cherrypicks-washed.462","NCGC00139061-01","activity-cherrypicks","25.118864",-2.200,-71.108,"Fc1ccc(-n2ncc3c(NC4CCCCCC4)ncnc23)cc1"
"463","Minisytravon-Cherrypicks-washed.463","NCGC00116084-01","activity-cherrypicks","31.622777",-2.200,-48.389,"O=C(NCc1occc1)CCCc1onc(-c2cc(C)ccc2)n1"
"464","Minisytravon-Cherrypicks-washed.464","NCGC00112238-01","activity-cherrypicks","null",4.000,-4.434,"O=C(NC1CCCCCC1)Cn1c(C)c(C(=O)OCC)c(C)c1-c1ccccc1"
"465","Minisytravon-Cherrypicks-washed.465","NCGC00116199-01","activity-cherrypicks","31.622777",-2.200,-46.648,"S(=O)(=O)(n1c(NCc2ccccc2)nc(-c2occc2)n1)c1ccccc1"
"466","Minisytravon-Cherrypicks-washed.466","NCGC00132444-01","activity-cherrypicks","null",4.000,-7.209,"Clc1ccc(-c2nc3SC=C(CC(=O)NCc4c(OC)cccc4)n3c2)cc1"
"467","Minisytravon-Cherrypicks-washed.467","NCGC00137337-01","activity-cherrypicks","31.622777",-2.200,-54.429,"S(CC(=O)Nc1cc(F)ccc1)C1=NC(=O)N(Cc2occc2)C2=C1CCC2"
"468","Minisytravon-Cherrypicks-washed.468","NCGC00107100-01","activity-cherrypicks","35.481339",-2.400,-20.414,"S(CC(=O)N1C(CC)CCCC1)c1oc(-c2cc(OC)c(OC)cc2)nn1"
"469","Minisytravon-Cherrypicks-washed.469","NCGC00136096-01","activity-cherrypicks","15.848932",-2.200,-80.878,"O(CCCNc1ncnc2n(C)nnc12)C"
"470","Minisytravon-Cherrypicks-washed.470","NCGC00165012-01","activity-cherrypicks","null",4.000,-3.989,"Clc1ccc(-c2c(C)nn3C(c4occc4)=CC=Nc23)cc1"
"471","Minisytravon-Cherrypicks-washed.471","NCGC00134069-01","activity-cherrypicks","25.118864",-2.200,-44.414,"Clc1c(/C=C/C(=O)Nc2c(C(=O)NC)c3c(s2)CCC3)cccc1"
"472","Minisytravon-Cherrypicks-washed.472","NCGC00132042-01","activity-cherrypicks","15.848932",-1.200,-69.672,"Clc1c(NC(=O)CN2C(=O)CCn3nc(-c4n(C)ccc4)cc23)ccc(C)c1"
"473","Minisytravon-Cherrypicks-washed.473","NCGC00137376-01","activity-cherrypicks","31.622777",-2.100,-92.437,"S(=O)(=O)(N1C(c2cc(F)c(F)cc2)c2n(ccc2)CC1)c1ccc(C(=O)C)cc1"
"474","Minisytravon-Cherrypicks-washed.474","NCGC00118748-01","activity-cherrypicks","22.387211",-2.200,-53.426,"S(CCOc1ccccc1)c1sc2c(n1)ccc(NC(=O)c1occc1)c2"
"475","Minisytravon-Cherrypicks-washed.475","NCGC00106127-01","activity-cherrypicks","null",4.000,-19.166,"N(c1c(-c2occc2)nc2n1C=CC(C)=C2)c1cc2OCOc2cc1"
"476","Minisytravon-Cherrypicks-washed.476","NCGC00106970-01","activity-cherrypicks","35.481339",-2.400,-21.120,"Clc1ccc(-c2[nH]c(SCC(=O)Nc3cc(OCC)ccc3)nc2)cc1"
"477","Minisytravon-Cherrypicks-washed.477","NCGC00125724-01","activity-cherrypicks","31.622777",-3.000,-43.483,"Clc1c(CNC(=O)CN2C(=O)c3nn(c(C)c3C(C)=N2)-c2ccccc2)cccc1"
"478","Minisytravon-Cherrypicks-washed.478","NCGC00102567-01","activity-cherrypicks","11.220185",-2.400,-25.194,"S(Cc1onc(-c2cc(OC)c(OC)cc2)n1)C1=NC(C)=CC(=O)N1"
"479","Minisytravon-Cherrypicks-washed.479","NCGC00119746-02","activity-cherrypicks","null",4.000,1.451,"Clc1ccc(C=2Nc3n(C(c4ccc(F)cc4)C=2)nc(NC(=O)c2ccc([N+](=O)[O-])cc2)n3)cc1"
"480","Minisytravon-Cherrypicks-washed.480","NCGC00115676-01","activity-cherrypicks","null",4.000,-9.584,"O=C(NCCc1n(Cc2ccccc2)c2c(n1)cccc2)c1occc1"
"481","Minisytravon-Cherrypicks-washed.481","NCGC00132014-01","activity-cherrypicks","28.183829",-2.400,-20.755,"O=C(Nc1ccc(OC)cc1)CN1C(=O)CCn2nc(-c3n(C)ccc3)cc12"
"482","Minisytravon-Cherrypicks-washed.482","NCGC00112066-01","activity-cherrypicks","35.481339",-2.200,-54.440,"Clc1c(CNC(=O)c2n(Cc3ccc(C)cc3)c3c(scc3)c2)cccc1"
"483","Minisytravon-Cherrypicks-washed.483","NCGC00140007-01","activity-cherrypicks","35.481339",-2.200,-47.306,"O=C(NCc1cc(OC)c(OCC)cc1)CCCc1c2c(n(C)c1)cccc2"
"484","Minisytravon-Cherrypicks-washed.484","NCGC00105693-01","activity-cherrypicks","null",4.000,-22.526,"Fc1ccc(-c2onc(C(=O)Nc3c(C(=O)OCC)c(-c4ccccc4)cs3)c2)cc1"
"485","Minisytravon-Cherrypicks-washed.485","NCGC00125452-01","activity-cherrypicks","0.251189",-3.000,-33.442,"O=C(NCCN(CC)CC)c1cc2N=C3SC(Nc4c(OC)cccc4)=NN3C(=O)c2cc1"
"486","Minisytravon-Cherrypicks-washed.486","NCGC00118034-01","activity-cherrypicks","0.281838",-1.400,-13.369,"O(C)c1c(O)c(OC)cc(C2c3c(C)nn(-c4nc(C)cc(C)n4)c3NC(=O)C2)c1"
"487","Minisytravon-Cherrypicks-washed.487","NCGC00126502-01","activity-cherrypicks","35.481339",-2.200,-51.061,"Clc1cc(CNC(=O)NC=2c3c(C(=O)N(CC(C)C)C=2)cccc3)ccc1"
"488","Minisytravon-Cherrypicks-washed.488","NCGC00136260-01","activity-cherrypicks","null",4.000,-7.350,"S(CC(=O)Nc1sc2c(n1)ccc(C)c2)C=1N(C)C(=O)C(C(=O)Nc2ccc(OC)cc2)=CN=1"
